01/04/2018 23:24,Sunday,23,60,Brookfield Road,4
02/04/2018 06:24,Monday,6,70,Brookfield Road,4
02/04/2018 07:24,Monday,7,70,Brookfield Road,3
02/04/2018 08:24,Monday,8,60,Brookfield Road,1
02/04/2018 09:24,Monday,9,70,Brookfield Road,0
02/04/2018 10:24,Monday,10,65,Brookfield Road,0
02/04/2018 11:24,Monday,11,70,Brookfield Road,2
02/04/2018 12:24,Monday,12,70,Brookfield Road,3
02/04/2018 13:24,Monday,13,70,Brookfield Road,3
02/04/2018 14:24,Monday,14,60,Brookfield Road,1
02/04/2018 15:24,Monday,15,60,Brookfield Road,1
02/04/2018 16:24,Monday,16,60,Brookfield Road,2
02/04/2018 17:24,Monday,17,50,Brookfield Road,4
02/04/2018 18:24,Monday,18,40,Brookfield Road,5
02/04/2018 19:24,Monday,19,0,Brookfield Road,6
02/04/2018 20:24,Monday,20,0,Brookfield Road,8
02/04/2018 21:24,Monday,21,40,Brookfield Road,8
02/04/2018 22:24,Monday,22,50,Brookfield Road,9
02/04/2018 23:24,Monday,23,60,Brookfield Road,9
03/04/2018 06:24,Tuesday,6,0,Brookfield Road,4
03/04/2018 07:24,Tuesday,7,20,Brookfield Road,0
03/04/2018 08:24,Tuesday,8,20,Brookfield Road,0
03/04/2018 09:24,Tuesday,9,0,Brookfield Road,1
03/04/2018 10:24,Tuesday,10,0,Brookfield Road,1
03/04/2018 11:24,Tuesday,11,0,Brookfield Road,0
03/04/2018 12:24,Tuesday,12,30,Brookfield Road,1
03/04/2018 13:24,Tuesday,13,40,Brookfield Road,2
03/04/2018 14:24,Tuesday,14,20,Brookfield Road,1
03/04/2018 15:24,Tuesday,15,20,Brookfield Road,1
03/04/2018 16:24,Tuesday,16,30,Brookfield Road,3
03/04/2018 17:24,Tuesday,17,0,Brookfield Road,8
03/04/2018 18:24,Tuesday,18,0,Brookfield Road,16
03/04/2018 19:24,Tuesday,19,0,Brookfield Road,23
03/04/2018 20:24,Tuesday,20,0,Brookfield Road,28
03/04/2018 21:24,Tuesday,21,0,Brookfield Road,30
03/04/2018 22:24,Tuesday,22,0,Brookfield Road,30
03/04/2018 23:24,Tuesday,23,0,Brookfield Road,30
